"payment_id","user_id","created_at","payment_sum"
192,171,2020-01-31 00:40:52.000,22.95
195,114,2020-01-31 14:06:22.000,18
197,175,2020-02-01 03:02:05.000,41.47
198,176,2020-02-01 13:22:40.000,24.57
202,179,2020-02-01 22:42:21.000,22.11
203,180,2020-02-01 23:46:29.000,28.56
204,181,2020-02-02 07:07:34.000,22.78
205,182,2020-02-02 12:53:03.000,22.95
208,184,2020-02-03 01:29:42.000,18.45
209,185,2020-02-03 05:54:01.000,12.02
210,186,2020-02-03 06:55:26.000,21.5
211,52,2020-02-03 09:17:52.000,10.36
213,187,2020-02-03 11:00:57.000,23.66
215,189,2020-02-03 13:48:43.000,66.97
216,23,2020-02-03 17:55:11.000,15.46
217,190,2020-02-04 03:59:12.000,11.21
218,191,2020-02-04 12:25:49.000,11.74
219,192,2020-02-05 02:05:28.000,21.84
221,194,2020-02-05 08:56:34.000,23.03
222,195,2020-02-05 09:12:00.000,18.32
225,198,2020-02-05 16:08:00.000,24.94
227,116,2020-02-05 19:14:53.000,22.46
228,200,2020-02-05 19:55:29.000,10.58
229,130,2020-02-05 23:42:40.000,17.3
232,203,2020-02-06 04:23:53.000,12.13
233,114,2020-02-06 08:16:19.000,15.22
236,206,2020-02-06 17:20:23.000,36.82
237,207,2020-02-06 19:33:57.000,36.93
239,208,2020-02-07 01:39:24.000,35.06
240,98,2020-02-07 04:55:50.000,16.43
243,210,2020-02-07 07:05:01.000,16.5
245,212,2020-02-07 12:19:59.000,16.16
246,33,2020-02-07 12:26:53.000,15.85
247,213,2020-02-07 13:24:49.000,11.35
248,214,2020-02-07 16:50:07.000,15.14
249,182,2020-02-07 17:12:24.000,15.55
251,216,2020-02-08 10:40:58.000,15.29
252,217,2020-02-08 12:47:13.000,41.83
254,191,2020-02-08 19:39:13.000,19.5
255,96,2020-02-08 20:44:06.000,77.94
256,47,2020-02-08 22:52:21.000,42.58
257,219,2020-02-08 23:59:04.000,13
259,221,2020-02-09 06:11:03.000,44.6
260,222,2020-02-09 09:43:24.000,15.42
262,223,2020-02-09 15:18:48.000,15.09
265,226,2020-02-10 05:08:38.000,21.5
268,229,2020-02-10 17:01:54.000,22.09
270,102,2020-02-10 21:17:30.000,12.23
271,231,2020-02-10 23:51:21.000,34.36
273,17,2020-02-11 00:47:36.000,16.09
275,234,2020-02-12 01:23:00.000,16.35
276,51,2020-02-12 03:52:51.000,35.74
277,129,2020-02-12 10:11:34.000,30.28
278,182,2020-02-12 11:47:26.000,21.99
279,121,2020-02-12 13:00:37.000,45.87
280,235,2020-02-12 16:11:48.000,15.07
281,236,2020-02-12 17:49:19.000,29.92
282,190,2020-02-12 20:59:06.000,11.06
284,238,2020-02-13 02:48:20.000,15.62
285,239,2020-02-13 04:33:11.000,11.03
286,137,2020-02-13 13:43:21.000,21.4
287,240,2020-02-13 15:41:06.000,129.09
288,241,2020-02-13 16:59:13.000,11.48
289,242,2020-02-14 07:38:27.000,15.26
290,243,2020-02-14 10:46:09.000,33.6
294,247,2020-02-14 20:10:20.000,23.3
296,249,2020-02-15 01:34:49.000,11.04
298,95,2020-02-15 03:17:09.000,16.03
301,127,2020-02-15 17:08:20.000,23.01
302,39,2020-02-15 19:14:36.000,27.42
303,253,2020-02-15 19:19:03.000,14.24
307,257,2020-02-16 06:14:48.000,37.11
310,260,2020-02-16 09:29:45.000,10.06
313,262,2020-02-16 19:53:50.000,17.72
314,263,2020-02-17 06:24:04.000,16.54
315,33,2020-02-17 07:31:12.000,54.46
316,264,2020-02-17 09:46:12.000,20.34
317,265,2020-02-17 13:27:41.000,18.58
320,267,2020-02-18 05:52:23.000,58.99
321,92,2020-02-18 05:55:10.000,16.66
322,268,2020-02-18 06:07:27.000,9.01
323,269,2020-02-18 08:16:08.000,9.05
324,187,2020-02-18 16:08:44.000,42.48
326,132,2020-02-19 05:27:32.000,14.36
328,200,2020-02-19 12:12:08.000,9.78
329,272,2020-02-19 14:34:55.000,12.01
330,273,2020-02-19 21:25:24.000,39.4
331,274,2020-02-19 22:21:24.000,33.82
334,276,2020-02-20 03:21:49.000,100.8
335,277,2020-02-20 06:37:49.000,18.11
336,278,2020-02-20 07:07:54.000,11.49
339,267,2020-02-20 13:31:41.000,47.14
340,281,2020-02-20 13:58:31.000,21.05
341,117,2020-02-20 14:58:51.000,71.88
342,89,2020-02-20 17:53:34.000,26.36
343,282,2020-02-20 18:10:53.000,42.87
344,283,2020-02-20 22:21:02.000,117.3
345,284,2020-02-21 04:00:43.000,11.94
346,285,2020-02-21 08:21:03.000,22.52
347,124,2020-02-21 10:05:53.000,19.39
348,286,2020-02-21 11:13:09.000,12.37
351,289,2020-02-21 15:57:55.000,28.54
352,290,2020-02-21 21:06:24.000,22.27
354,221,2020-02-22 04:51:04.000,22.09
358,160,2020-02-22 12:59:17.000,24.75
359,295,2020-02-22 14:13:04.000,45.6
360,296,2020-02-22 14:58:33.000,23.3
362,296,2020-02-22 18:56:30.000,19.49
364,299,2020-02-23 00:00:16.000,21.28
365,300,2020-02-23 07:36:54.000,24.06
366,301,2020-02-23 09:19:28.000,13.6
367,156,2020-02-23 14:14:18.000,18.67
370,303,2020-02-23 21:48:05.000,61.4
371,304,2020-02-24 00:50:43.000,19.49
375,307,2020-02-24 04:57:51.000,22.83
376,308,2020-02-24 08:35:33.000,23.66
382,313,2020-02-24 21:25:27.000,12.74
384,315,2020-02-25 00:43:08.000,37.6
385,316,2020-02-25 00:56:13.000,22.39
389,319,2020-02-25 11:31:00.000,122.75
390,320,2020-02-25 11:43:50.000,11.26
391,113,2020-02-25 14:24:07.000,63.13
392,321,2020-02-25 23:58:07.000,61.75
394,323,2020-02-26 05:22:47.000,17.9
395,324,2020-02-26 05:40:15.000,18.3
396,325,2020-02-26 11:11:15.000,51.9
397,326,2020-02-26 14:19:47.000,35.82
399,205,2020-02-27 04:50:19.000,21.4
403,205,2020-02-27 12:39:48.000,161.05
408,241,2020-02-27 19:48:55.000,22.09
410,335,2020-02-27 22:18:04.000,24.82
411,336,2020-02-27 23:55:47.000,24.33
415,203,2020-02-28 09:51:23.000,14.24
416,299,2020-02-28 10:46:28.000,21.18
417,339,2020-02-28 14:00:46.000,41.53
419,284,2020-02-28 18:11:13.000,14.66
422,341,2020-02-29 01:41:23.000,38.2
425,343,2020-02-29 15:18:34.000,45.06
426,313,2020-02-29 15:51:40.000,20.16
427,35,2020-02-29 18:05:35.000,19.58
428,344,2020-02-29 20:57:50.000,15.01
430,184,2020-03-01 03:05:22.000,39.02
432,154,2020-03-01 04:37:16.000,11.89
433,347,2020-03-01 06:34:13.000,17.61
435,349,2020-03-01 10:52:52.000,20.39
436,180,2020-03-01 11:44:12.000,27.37
439,352,2020-03-01 18:58:06.000,68.85
440,38,2020-03-01 23:46:03.000,18.21
441,75,2020-03-02 10:10:39.000,37.89
443,353,2020-03-02 20:30:00.000,21.71
446,356,2020-03-03 04:06:50.000,12.25
447,357,2020-03-03 10:25:20.000,22.09
449,359,2020-03-03 21:43:22.000,42.35
450,122,2020-03-03 21:53:42.000,9.42
456,363,2020-03-04 19:26:18.000,18.5
458,239,2020-03-04 23:31:23.000,43.98
461,315,2020-03-05 12:00:24.000,21
462,129,2020-03-05 13:03:37.000,15.26
466,370,2020-03-06 18:55:05.000,12.07
469,198,2020-03-07 02:57:55.000,15.88
471,211,2020-03-07 10:28:14.000,10.98
477,378,2020-03-07 23:06:15.000,29.59
478,379,2020-03-08 02:12:28.000,12.84
480,380,2020-03-08 08:32:08.000,40.72
482,381,2020-03-08 10:56:54.000,22.46
483,382,2020-03-08 11:55:37.000,23.82
485,383,2020-03-08 16:22:58.000,16.16
486,384,2020-03-08 17:56:26.000,21.18
487,385,2020-03-08 20:16:45.000,22.09
489,387,2020-03-08 23:12:10.000,23.24
491,195,2020-03-09 05:31:42.000,24.06
492,389,2020-03-09 05:46:21.000,15.01
493,22,2020-03-09 07:04:37.000,23.41
494,390,2020-03-09 07:37:48.000,56.38
495,391,2020-03-09 09:13:08.000,9.59
496,276,2020-03-09 10:26:38.000,23.93
497,217,2020-03-09 11:51:49.000,10.15
498,392,2020-03-09 15:41:23.000,17.3
499,73,2020-03-09 15:57:16.000,14.04
500,393,2020-03-09 16:07:39.000,22.09
505,268,2020-03-10 00:03:58.000,10.22
511,398,2020-03-10 06:50:32.000,10.26
512,399,2020-03-10 07:52:38.000,11.61
514,401,2020-03-10 11:59:36.000,15.55
516,403,2020-03-10 14:25:25.000,10.75
518,82,2020-03-10 19:45:38.000,22.81
519,404,2020-03-10 21:00:37.000,10.37
520,405,2020-03-10 21:47:16.000,47.5
526,409,2020-03-11 13:15:00.000,23.46
527,410,2020-03-11 13:32:07.000,18.93
529,411,2020-03-11 15:14:09.000,19.5
531,412,2020-03-11 20:18:23.000,20.57
534,414,2020-03-12 03:57:30.000,20.1
535,415,2020-03-12 04:02:26.000,59.31
536,354,2020-03-12 07:15:39.000,11.72
538,417,2020-03-12 09:49:28.000,17.74
539,418,2020-03-12 10:12:44.000,11.09
540,419,2020-03-12 14:13:23.000,23
541,420,2020-03-12 18:39:14.000,16.65
542,200,2020-03-12 20:11:37.000,23.15
544,421,2020-03-13 04:39:00.000,10.8
551,428,2020-03-13 18:02:38.000,21.67
552,429,2020-03-13 18:27:30.000,30.18
554,431,2020-03-13 23:11:50.000,11.03
558,433,2020-03-14 06:43:21.000,48.15
559,434,2020-03-14 10:04:53.000,21
560,435,2020-03-14 12:42:05.000,53.12
561,436,2020-03-14 17:06:08.000,34.17
562,437,2020-03-15 00:08:18.000,21.7
563,438,2020-03-15 01:12:24.000,36.78
564,163,2020-03-15 01:19:13.000,11.04
568,441,2020-03-15 11:25:13.000,34.32
570,442,2020-03-16 00:33:02.000,40.34
573,436,2020-03-16 01:49:03.000,16.5
574,444,2020-03-16 05:56:03.000,47.64
576,445,2020-03-16 09:04:55.000,18.34
577,446,2020-03-16 09:49:11.000,14.42
579,190,2020-03-16 12:54:31.000,17.76
580,448,2020-03-16 13:42:07.000,9.35
582,449,2020-03-16 22:54:24.000,31.17
585,452,2020-03-17 05:04:22.000,37.1
586,453,2020-03-17 06:25:19.000,13.89
587,454,2020-03-17 09:09:10.000,43.98
589,456,2020-03-17 09:36:36.000,13.84
591,458,2020-03-17 12:08:38.000,17.3
593,459,2020-03-18 03:16:09.000,13.93
595,461,2020-03-18 06:54:00.000,13.93
596,462,2020-03-18 14:23:41.000,33.75
597,463,2020-03-18 14:25:20.000,9.17
598,464,2020-03-18 17:47:22.000,20.95
601,427,2020-03-18 23:19:55.000,18.06
602,465,2020-03-19 01:46:58.000,11.1
603,330,2020-03-19 04:31:31.000,9.42
604,387,2020-03-19 05:38:53.000,10.06
608,468,2020-03-19 11:52:55.000,15.55
610,269,2020-03-19 16:25:52.000,32.96
611,470,2020-03-19 20:47:43.000,47.9
615,474,2020-03-20 04:06:28.000,31.78
618,477,2020-03-20 07:01:25.000,16.91
619,38,2020-03-20 07:39:58.000,10.8
620,478,2020-03-20 07:52:09.000,32.17
622,479,2020-03-20 13:48:20.000,15.6
623,272,2020-03-20 17:06:31.000,12.73
624,480,2020-03-20 22:28:44.000,22.09
625,282,2020-03-21 02:20:38.000,9.97
626,481,2020-03-21 04:28:23.000,19.29
628,483,2020-03-21 07:09:55.000,11.06
629,484,2020-03-21 09:06:10.000,24.05
632,486,2020-03-21 15:48:19.000,29.57
634,347,2020-03-21 17:12:25.000,22.33
636,156,2020-03-22 01:41:13.000,15.07
641,27,2020-03-22 08:47:27.000,23.4
642,299,2020-03-22 09:26:41.000,21.59
643,146,2020-03-22 09:35:40.000,9.52
645,336,2020-03-22 14:52:22.000,45.82
647,401,2020-03-22 22:20:59.000,22.36
651,490,2020-03-23 07:05:48.000,37.54
653,492,2020-03-23 09:42:42.000,16.54
655,494,2020-03-23 23:32:12.000,37.12
657,242,2020-03-24 03:29:15.000,9.12
660,498,2020-03-24 17:00:47.000,22.66
661,385,2020-03-24 18:45:27.000,47.18
662,499,2020-03-24 19:27:01.000,13.63
663,500,2020-03-25 01:05:11.000,23.25
664,420,2020-03-25 04:36:32.000,72.09
665,501,2020-03-25 07:55:18.000,33.32
667,457,2020-03-25 09:29:39.000,34.91
672,113,2020-03-25 14:51:42.000,14.31
681,323,2020-03-26 01:41:42.000,21.23
683,508,2020-03-26 01:49:02.000,21.02
684,509,2020-03-26 02:24:56.000,24.85
688,463,2020-03-26 06:46:22.000,107.83
690,513,2020-03-26 07:29:06.000,19.49
693,226,2020-03-26 18:35:54.000,19.18
695,144,2020-03-26 19:28:33.000,11.72
697,517,2020-03-27 12:10:15.000,12.07
705,15,2020-03-28 04:00:37.000,74.31
706,95,2020-03-28 04:18:16.000,21.04
708,117,2020-03-28 07:55:34.000,23.08
710,330,2020-03-28 10:55:55.000,25.09
713,524,2020-03-28 16:18:03.000,32.17
714,525,2020-03-28 22:11:21.000,22.09
715,305,2020-03-28 23:26:54.000,22.09
717,526,2020-03-29 03:55:24.000,33.63
718,527,2020-03-29 03:03:53.000,43.78
720,529,2020-03-29 09:45:13.000,17.79
721,530,2020-03-29 10:12:52.000,46.42
725,532,2020-03-29 18:36:52.000,12.61
726,533,2020-03-29 20:32:07.000,24.1
730,316,2020-03-30 02:59:04.000,18.84
733,258,2020-03-30 11:37:22.000,9.59
738,540,2020-03-30 20:55:03.000,61.74
740,541,2020-03-31 01:34:03.000,74.49
742,94,2020-03-31 07:05:00.000,15.95
744,157,2020-03-31 09:22:11.000,21.4
745,543,2020-03-31 10:13:51.000,23.33
749,546,2020-04-01 03:32:26.000,27.26
750,357,2020-04-01 04:17:25.000,9.12
751,435,2020-04-01 06:06:24.000,43.37
752,272,2020-04-01 06:45:06.000,16.65
757,23,2020-04-01 14:50:25.000,15.53
758,419,2020-04-01 15:35:12.000,21.7
761,363,2020-04-02 00:53:56.000,15.69
762,549,2020-04-02 06:00:28.000,14.68
763,188,2020-04-02 16:06:05.000,40.16
766,552,2020-04-02 20:21:39.000,39.12
771,557,2020-04-03 01:23:25.000,22.04
775,403,2020-04-03 14:00:47.000,11.32
776,208,2020-04-03 14:12:31.000,24.1
777,559,2020-04-03 19:53:47.000,11.32
778,146,2020-04-03 22:00:04.000,31.96
782,562,2020-04-04 10:19:47.000,12.63
784,564,2020-04-04 13:28:14.000,15.62
785,458,2020-04-04 18:27:33.000,24.16
786,277,2020-04-05 06:55:45.000,18.84
787,565,2020-04-05 08:38:44.000,14.96
791,20,2020-04-05 16:35:13.000,10.61
793,215,2020-04-05 22:12:01.000,18.36
794,179,2020-04-05 23:46:21.000,49.93
795,569,2020-04-06 01:14:22.000,18.86
798,66,2020-04-06 16:17:59.000,45.47
801,573,2020-04-07 03:45:49.000,12.31
806,135,2020-04-07 16:17:03.000,18.55
807,223,2020-04-07 17:14:15.000,17.79
810,356,2020-04-07 23:44:15.000,18.5
814,38,2020-04-08 03:12:59.000,10.75
812,578,2020-04-08 03:17:01.000,35.44
822,583,2020-04-09 02:45:39.000,125.31
824,585,2020-04-09 06:50:17.000,17.74
827,588,2020-04-09 10:29:28.000,104.87
829,590,2020-04-09 12:05:26.000,9.71
830,445,2020-04-09 15:37:58.000,35.95
831,591,2020-04-09 17:45:11.000,11.47
837,383,2020-04-10 04:25:58.000,23.12
838,438,2020-04-10 04:51:02.000,19.11
839,133,2020-04-10 09:22:24.000,13.27
840,139,2020-04-10 09:53:46.000,20.74
842,595,2020-04-10 11:17:36.000,33.45
843,308,2020-04-10 12:17:49.000,56.86
844,240,2020-04-10 12:22:59.000,22.7
847,283,2020-04-10 12:39:21.000,21.7
848,76,2020-04-10 15:58:19.000,14.91
849,598,2020-04-10 17:12:21.000,78.5
852,241,2020-04-11 00:29:05.000,15.7
853,601,2020-04-11 02:02:55.000,10.43
856,88,2020-04-11 05:43:46.000,25.55
858,456,2020-04-11 08:09:19.000,19.08
860,428,2020-04-11 15:05:01.000,30.16
862,454,2020-04-11 16:03:49.000,45.06
863,339,2020-04-11 17:03:28.000,45.71
864,319,2020-04-11 21:29:38.000,24.08
867,124,2020-04-12 08:37:13.000,16.88
868,607,2020-04-12 10:49:53.000,9.15
869,495,2020-04-12 13:17:10.000,81.27
872,18,2020-04-12 19:19:27.000,10.43
873,81,2020-04-12 21:03:57.000,23.59
874,609,2020-04-12 22:19:21.000,34.37
875,401,2020-04-12 23:01:40.000,13.14
876,610,2020-04-13 06:45:58.000,9.71
877,611,2020-04-13 08:40:33.000,13.83
878,612,2020-04-13 09:28:24.000,12.26
882,613,2020-04-14 00:35:09.000,42.58
884,189,2020-04-14 06:10:51.000,15.85
885,615,2020-04-14 07:07:15.000,57.64
886,616,2020-04-14 07:14:26.000,18.2
888,618,2020-04-14 07:50:14.000,34.3
889,117,2020-04-14 08:00:25.000,24.94
890,619,2020-04-14 14:59:17.000,18.55
892,578,2020-04-14 17:13:01.000,11.48
894,622,2020-04-14 22:13:41.000,42.5
897,198,2020-04-15 03:04:14.000,31.24
898,146,2020-04-15 03:37:29.000,24.48
900,590,2020-04-15 03:58:13.000,9.42
903,625,2020-04-15 10:33:40.000,22.25
904,626,2020-04-15 11:14:56.000,32.88
905,627,2020-04-15 12:05:13.000,21.06
907,264,2020-04-15 13:16:06.000,15.9
908,349,2020-04-15 14:25:11.000,14.3
909,336,2020-04-15 19:55:49.000,89.75
911,541,2020-04-16 05:30:19.000,9.43
913,631,2020-04-16 08:38:41.000,18.61
914,632,2020-04-16 11:15:02.000,22.85
915,633,2020-04-16 21:05:41.000,16.33
918,281,2020-04-17 07:24:04.000,18.99
919,203,2020-04-17 07:27:48.000,13.28
923,370,2020-04-17 20:05:09.000,9.93
924,139,2020-04-18 02:07:01.000,39.6
925,15,2020-04-18 04:59:01.000,14.99
927,157,2020-04-18 08:41:53.000,19.42
931,609,2020-04-18 13:52:45.000,16.48
932,638,2020-04-18 15:11:30.000,24.77
933,639,2020-04-18 17:23:52.000,61.04
935,641,2020-04-18 22:58:44.000,17.15
934,640,2020-04-18 23:23:20.000,146.6
937,427,2020-04-18 23:49:44.000,61.24
939,27,2020-04-19 04:21:05.000,40.41
941,418,2020-04-19 09:35:59.000,11.8
944,239,2020-04-19 13:09:46.000,23.01
946,648,2020-04-19 17:09:52.000,18.3
948,641,2020-04-19 22:25:40.000,39.15
949,650,2020-04-19 23:30:40.000,43.24
951,652,2020-04-20 01:09:04.000,9.71
952,305,2020-04-20 03:38:50.000,12.25
953,653,2020-04-20 08:57:49.000,50.12
955,411,2020-04-20 13:04:37.000,12.63
956,323,2020-04-20 14:05:43.000,32.76
963,658,2020-04-21 06:39:18.000,9.83
964,659,2020-04-21 06:46:16.000,17.05
966,660,2020-04-21 08:40:24.000,28.29
967,15,2020-04-21 08:41:23.000,33.76
969,192,2020-04-21 13:36:16.000,24.03
970,662,2020-04-21 13:48:14.000,33.41
972,207,2020-04-21 15:19:05.000,73.15
973,663,2020-04-21 16:22:15.000,19.66
974,664,2020-04-22 00:21:54.000,27.82
977,381,2020-04-22 06:13:54.000,17.76
978,666,2020-04-22 10:04:10.000,23.05
981,123,2020-04-22 13:23:28.000,18.67
986,619,2020-04-22 20:10:19.000,32.36
988,670,2020-04-22 22:33:54.000,31.41
989,431,2020-04-22 23:04:05.000,12.37
990,671,2020-04-23 00:34:10.000,31.85
991,672,2020-04-23 03:23:27.000,21.77
992,673,2020-04-23 05:45:12.000,44.97
994,674,2020-04-23 07:20:32.000,78.33
998,562,2020-04-23 09:25:35.000,9.01
999,452,2020-04-23 13:29:56.000,97.06
1001,677,2020-04-23 17:39:36.000,20.17
1004,680,2020-04-24 00:24:53.000,12.82
1005,164,2020-04-24 01:24:56.000,13.76
1009,683,2020-04-24 04:00:11.000,74
1011,685,2020-04-24 08:58:14.000,23.97
1012,184,2020-04-24 13:19:08.000,14.96
1013,88,2020-04-24 14:41:46.000,12.28
1018,687,2020-04-25 00:29:52.000,10.63
1022,336,2020-04-25 14:23:01.000,40.49
1023,689,2020-04-25 14:58:03.000,15.14
1025,12,2020-04-25 18:01:09.000,16.15
1027,691,2020-04-25 21:45:06.000,15.9
1029,693,2020-04-25 22:52:28.000,27.25
1031,695,2020-04-26 00:56:02.000,14.07
1032,696,2020-04-26 01:31:00.000,18.34
1033,274,2020-04-26 04:29:40.000,24.34
1034,697,2020-04-26 05:22:33.000,14.98
1036,24,2020-04-26 06:00:51.000,9.83
1037,532,2020-04-26 06:28:23.000,10.58
1038,405,2020-04-26 07:30:03.000,39.66
1039,59,2020-04-26 08:18:33.000,46.65
1041,92,2020-04-26 12:18:06.000,18.86
1043,148,2020-04-26 16:39:19.000,12.63
1045,700,2020-04-26 19:25:51.000,45.66
1046,701,2020-04-26 21:51:23.000,35.22
1049,88,2020-04-27 01:53:31.000,49.65
1050,702,2020-04-27 04:24:06.000,11.48
1051,240,2020-04-27 05:36:41.000,22.85
1052,330,2020-04-27 06:16:02.000,47.28
1054,703,2020-04-27 07:23:27.000,21.61
1057,264,2020-04-27 10:42:57.000,26.81
1062,707,2020-04-27 14:43:37.000,24.19
1064,121,2020-04-27 23:51:03.000,22.42
1065,205,2020-04-27 23:55:06.000,11.61
1066,708,2020-04-28 00:05:24.000,11.74
1067,139,2020-04-28 01:40:28.000,10.55
1068,456,2020-04-28 03:23:15.000,34.35
1069,125,2020-04-28 04:45:23.000,13.99
1073,711,2020-04-28 06:33:46.000,13.89
1074,154,2020-04-28 07:20:02.000,17.3
1075,712,2020-04-28 08:59:24.000,24.63
1079,641,2020-04-28 18:14:54.000,141.39
1083,349,2020-04-29 00:38:42.000,23.05
1085,68,2020-04-29 03:17:49.000,24.5
1087,160,2020-04-29 06:49:05.000,46.02
1093,180,2020-04-29 14:37:06.000,24.88
1094,191,2020-04-29 15:52:32.000,24.86
1098,562,2020-04-29 16:59:20.000,12.13
1101,168,2020-04-29 21:07:02.000,15.46
1102,264,2020-04-29 21:47:00.000,13.19
1104,723,2020-04-29 22:31:12.000,12.25
1105,724,2020-04-29 23:11:31.000,12.47
1107,725,2020-04-30 00:09:02.000,24.3
1108,658,2020-04-30 00:10:08.000,24.35
1112,324,2020-04-30 04:04:36.000,34.03
1115,728,2020-04-30 09:30:18.000,18.3
