"line_item_id","payment_id","item_id","quantity","price"
169,135,507,1,13
170,135,1619,1,19.28
174,138,377,6,22.85
175,139,422,1,23.59
176,139,275,3,21.06
177,140,6141,1,19.52
178,140,7672,1,13.14
179,141,2469,1,22.83
180,142,2084,1,11.03
181,143,1519,1,14.96
182,143,897,1,18.63
183,144,3462,1,11.72
185,146,1089,1,24.83
186,147,7681,1,9.59
187,147,3200,1,17.24
188,148,789,1,21.4
189,148,69,1,19.11
190,148,550,1,21.4
191,149,4515,1,16.57
192,149,4326,1,13.94
195,152,337,1,23.64
197,154,337,1,23.64
199,156,900,1,16.3
201,158,2755,1,22.8
202,158,2242,2,24.06
203,158,82,1,18.97
204,159,488,1,23.51
206,161,2781,1,20.52
207,162,413,1,9.12
208,162,7635,1,22.84
209,163,4698,1,9.53
211,165,9698,1,17.74
215,169,4728,1,14.91
216,169,6417,1,24.62
217,169,1768,1,22.63
218,170,9317,1,24.8
219,171,6512,1,9.78
220,172,48,1,23.24
229,178,2235,4,18.38
230,178,277,5,24.41
231,178,5505,2,23.66
232,179,1353,4,9.05
234,181,6693,2,9.82
235,182,794,1,15.04
236,182,2658,1,12.02
237,183,7838,1,13.26
238,183,2457,1,13.95
239,184,2242,1,24.06
241,186,1337,1,15.75
242,187,127,1,19.1
244,189,4698,1,9.53
245,190,1344,2,23.96
247,192,9923,1,22.95
250,195,167,1,18
252,197,3383,1,21.14
253,197,1019,1,10.59
254,197,4431,1,9.74
255,198,4720,1,24.57
260,202,9972,1,22.11
261,203,5858,1,12.53
262,203,8591,1,16.03
263,204,6212,1,22.78
264,205,4517,1,22.95
267,208,130,1,18.45
268,209,2658,1,12.02
269,210,5884,2,10.75
270,211,7523,1,10.36
272,213,5505,1,23.66
274,215,7,1,11.47
275,215,5041,1,11.85
276,215,4925,1,24.88
277,215,5258,1,18.77
278,216,8848,1,15.46
279,217,7607,1,11.21
280,218,5330,1,11.74
281,219,9,1,21.84
284,221,3600,1,23.03
285,222,714,1,18.32
290,225,145,1,24.94
292,227,65,1,22.46
293,228,6509,1,10.58
294,229,3285,1,17.3
299,232,641,1,12.13
300,233,944,1,15.22
303,236,1529,1,17.3
304,236,6141,1,19.52
305,237,5740,1,22.25
306,237,1333,1,14.68
308,239,3756,2,17.53
309,240,5508,1,16.43
312,243,2501,1,16.5
315,245,3126,1,16.16
316,246,4162,1,15.85
317,247,1042,1,11.35
318,248,2554,1,15.14
319,249,3138,1,15.55
321,251,251,1,15.29
322,252,2235,1,18.38
323,252,5259,1,23.45
325,254,9430,1,19.5
326,255,628,3,19.53
327,255,8859,1,19.35
328,256,1343,1,21.67
329,256,237,1,20.91
330,257,507,1,13
332,259,1142,1,24.34
333,259,3127,2,10.13
334,260,37,1,15.42
337,262,6,1,15.09
340,265,2209,1,21.5
343,268,4098,1,22.09
346,270,1123,1,12.23
347,271,3904,1,10.55
348,271,19,1,23.81
351,273,3731,1,16.09
355,275,3699,1,16.35
356,276,1123,1,12.23
357,276,488,1,23.51
358,277,1348,2,15.14
359,278,1914,1,21.99
360,279,9,1,21.84
361,279,8432,1,24.03
362,280,1124,1,15.07
363,281,2646,1,9.35
364,281,1339,1,20.57
365,282,9257,1,11.06
367,284,1342,1,15.62
368,285,2084,1,11.03
369,286,789,1,21.4
370,287,353,1,14.96
371,287,3401,1,17.05
372,287,5567,1,24.84
373,287,446,3,24.08
374,288,3528,1,11.48
375,289,5655,1,15.26
376,290,3775,2,16.8
381,294,347,2,11.65
383,296,391,1,11.04
385,298,8591,1,16.03
390,301,854,1,23.01
391,302,17,1,18.11
392,302,264,1,9.31
393,303,4496,1,14.24
400,307,688,1,24.48
401,307,12,1,12.63
404,310,6692,1,10.06
407,313,2944,1,17.72
408,314,2821,1,16.54
409,315,641,1,12.13
410,315,8829,1,12.01
411,315,2584,2,15.16
412,316,2170,2,10.17
413,317,5439,1,18.58
417,320,2770,1,12.73
418,320,2730,2,23.13
419,321,8140,1,16.66
420,322,1261,1,9.01
421,323,1353,1,9.05
422,324,6684,2,21.24
424,326,1741,1,14.36
429,328,6512,1,9.78
430,329,8829,1,12.01
431,330,2677,2,19.7
432,331,5812,1,22.41
433,331,2935,1,11.41
440,334,3775,6,16.8
441,335,17,1,18.11
442,336,3464,1,11.49
447,339,165,2,23.57
448,340,2098,1,21.05
449,341,1182,1,13.4
450,341,322,1,13.89
451,341,2086,1,20.95
452,341,337,1,23.64
453,342,3202,1,14.11
454,342,612,1,12.25
455,343,201,1,22.57
456,343,14,2,10.15
457,344,364,5,23.46
458,345,2881,1,11.94
459,346,3362,2,11.26
460,347,3061,1,19.39
461,348,958,1,12.37
464,351,3754,1,16.15
465,351,5470,1,12.39
466,352,5330,1,11.74
467,352,5265,1,10.53
469,354,1105,1,22.09
473,358,1687,1,24.75
474,359,1031,1,24.55
475,359,2098,1,21.05
476,360,347,2,11.65
478,362,9360,1,19.49
480,364,6499,1,21.28
481,365,2242,1,24.06
482,366,553,1,13.6
483,367,1729,1,18.67
486,370,8041,4,15.35
487,371,9360,1,19.49
491,375,2469,1,22.83
492,376,5505,1,23.66
499,382,974,1,12.74
503,384,2589,1,24.78
504,384,9405,1,12.82
505,385,399,1,22.39
511,389,1031,5,24.55
512,390,3362,1,11.26
513,391,2674,1,24.59
514,391,2235,1,18.38
515,391,3103,1,20.16
516,392,1729,2,18.67
517,392,277,1,24.41
519,394,1645,1,17.9
520,395,9147,1,18.3
521,396,1529,3,17.3
522,397,8859,1,19.35
523,397,1641,1,16.47
525,399,550,1,21.4
531,403,2045,1,21.02
532,403,399,4,22.39
533,403,358,1,14.57
534,403,2491,2,17.95
540,408,4098,1,22.09
542,410,5332,1,24.82
543,411,1074,1,24.33
550,415,4496,1,14.24
551,416,9801,1,21.18
552,417,73,1,18.5
553,417,2155,1,23.03
555,419,3246,1,14.66
559,422,127,2,19.1
564,425,6732,3,15.02
565,426,3103,1,20.16
566,427,2271,1,19.58
567,428,128,1,15.01
569,430,8140,1,16.66
570,430,514,1,22.36
573,432,911,1,11.89
574,433,7611,1,17.61
576,435,5306,1,20.39
577,436,4160,1,11.21
578,436,3126,1,16.16
581,439,9923,3,22.95
582,440,7748,1,18.21
583,441,6530,1,17.96
584,441,8155,1,19.93
586,443,6356,1,21.71
589,446,612,1,12.25
590,447,1105,1,22.09
592,449,6273,2,9.42
593,449,488,1,23.51
594,450,6273,1,9.42
601,456,73,1,18.5
603,458,465,1,10.58
604,458,54,1,15.11
605,458,5446,1,18.29
609,461,3229,1,21
610,462,3654,1,15.26
620,466,6501,1,12.07
623,469,7887,1,15.88
625,471,4014,1,10.98
636,477,8041,1,15.35
637,477,4496,1,14.24
638,478,1106,1,12.84
640,480,900,1,16.3
641,480,1223,1,10.49
642,480,193,1,13.93
644,482,894,1,22.46
645,483,1,1,23.82
647,485,4885,1,16.16
648,486,9801,1,21.18
649,487,1105,1,22.09
651,489,48,1,23.24
653,491,1496,1,24.06
654,492,128,1,15.01
655,493,232,1,23.41
656,494,73,1,18.5
657,494,7006,2,18.94
658,495,7681,1,9.59
659,496,2817,1,23.93
660,497,14,1,10.15
661,498,3285,1,17.3
662,499,2196,1,14.04
663,500,1105,1,22.09
669,505,170,1,10.22
683,511,5073,1,10.26
684,512,154,1,11.61
686,514,2339,1,15.55
688,516,5884,1,10.75
690,518,5286,1,13.07
691,518,4431,1,9.74
692,519,9642,1,10.37
693,520,82,2,18.97
694,520,252,1,9.56
700,526,364,1,23.46
701,527,1643,1,18.93
703,529,9430,1,19.5
705,531,1339,1,20.57
708,534,2043,1,9.17
709,534,9463,1,10.93
710,535,894,1,22.46
711,535,2677,1,19.7
712,535,2902,1,17.15
713,536,3462,1,11.72
715,538,9698,1,17.74
716,539,2254,1,11.09
717,540,785,1,23
718,541,7208,1,16.65
719,542,1197,1,10.52
720,542,12,1,12.63
722,544,3358,1,10.8
729,551,1343,1,21.67
730,552,1924,1,9.52
731,552,2880,1,20.66
733,554,2084,1,11.03
738,558,126,1,9.15
739,558,4565,2,19.5
740,559,3229,1,21
741,560,714,2,18.32
742,560,7082,1,16.48
743,561,2624,1,10.05
744,561,8212,1,24.12
745,562,581,1,21.7
746,563,1262,1,22.42
747,563,1741,1,14.36
748,564,391,1,11.04
753,568,377,1,22.85
754,568,7,1,11.47
758,570,88,1,18.23
759,570,9085,1,22.11
762,573,2501,1,16.5
763,574,1,2,23.82
765,576,3274,1,18.34
766,577,3314,1,14.42
768,579,7251,1,17.76
769,580,2646,1,9.35
771,582,4240,1,15.95
772,582,944,1,15.22
775,585,9698,1,17.74
776,585,3547,1,19.36
777,586,322,1,13.89
778,587,4162,1,15.85
779,587,3068,1,14.3
780,587,5296,1,13.83
782,589,161,1,13.84
784,591,1529,1,17.3
786,593,193,1,13.93
788,595,193,1,13.93
789,596,1348,1,15.14
790,596,4641,1,18.61
791,597,1210,1,9.17
792,598,2086,1,20.95
795,601,3133,1,18.06
796,602,4369,1,11.1
797,603,6273,1,9.42
798,604,6692,1,10.06
803,608,2339,1,15.55
805,610,7082,2,16.48
806,611,507,2,13
807,611,670,1,21.9
811,615,5144,1,19.42
812,615,176,1,12.36
815,618,1748,1,16.91
816,619,3358,1,10.8
817,620,703,1,15.7
818,620,890,1,16.47
823,622,342,1,15.6
824,623,2770,1,12.73
825,624,4098,1,22.09
826,625,5861,1,9.97
827,626,3594,1,19.29
829,628,9257,1,11.06
830,629,2452,1,24.05
834,632,6141,1,19.52
835,632,2624,1,10.05
837,634,2553,1,22.33
839,636,1124,1,15.07
845,641,1107,1,23.4
846,642,2536,1,21.59
847,643,1924,1,9.52
849,645,609,2,22.91
851,647,514,1,22.36
856,651,4282,1,12.6
857,651,145,1,24.94
859,653,7338,1,16.54
863,655,1236,1,24.03
864,655,855,1,13.09
866,657,5149,1,9.12
869,660,276,1,22.66
870,661,422,2,23.59
871,662,623,1,13.63
872,663,3072,1,23.25
873,664,2172,3,24.03
874,665,2084,1,11.03
875,665,3409,1,22.29
877,667,154,1,11.61
878,667,196,1,23.3
885,672,74,1,14.31
896,681,9523,1,21.23
898,683,2045,1,21.02
899,684,135,1,24.85
904,688,8155,1,19.93
905,688,503,1,13.65
906,688,9085,1,22.11
907,688,6754,1,16.33
908,688,1498,1,24.16
909,688,347,1,11.65
911,690,9360,1,19.49
915,693,7681,2,9.59
917,695,1112,1,11.72
919,697,9699,1,12.07
934,705,4877,1,24.63
935,705,3363,2,24.84
936,706,1197,2,10.52
939,708,401,1,23.08
941,710,4728,1,14.91
942,710,362,1,10.18
946,713,2677,1,19.7
947,713,834,1,12.47
948,714,1105,1,22.09
949,715,4098,1,22.09
951,717,4160,3,11.21
952,718,8726,2,21.89
954,720,8979,1,17.79
955,721,9117,1,17.59
956,721,483,1,18.25
957,721,6509,1,10.58
964,725,1058,1,12.61
965,726,2936,1,24.1
970,730,6314,1,18.84
973,733,7681,1,9.59
978,738,2704,2,18.43
979,738,4925,1,24.88
981,740,5072,3,24.83
983,742,4240,1,15.95
987,744,789,1,21.4
988,745,2957,1,23.33
996,749,623,2,13.63
997,750,5149,1,9.12
998,751,964,1,21.01
999,751,514,1,22.36
1000,752,7208,1,16.65
1007,757,8868,1,15.53
1008,758,8215,1,21.7
1014,761,9758,1,15.69
1015,762,1333,1,14.68
1016,763,2021,2,20.08
1019,766,9900,1,17.42
1020,766,581,1,21.7
1026,771,672,1,22.04
1030,775,1347,1,11.32
1031,776,2936,1,24.1
1032,777,1347,1,11.32
1033,778,3246,1,14.66
1034,778,1529,1,17.3
1041,782,12,1,12.63
1043,784,1342,1,15.62
1044,785,1498,1,24.16
1045,786,6314,1,18.84
1046,787,1519,1,14.96
1050,791,284,1,10.61
1052,793,110,1,18.36
1053,794,8155,1,19.93
1054,794,3133,1,18.06
1055,794,2881,1,11.94
1056,795,5782,1,18.86
1062,798,1182,2,13.4
1063,798,1729,1,18.67
1067,801,5568,1,12.31
1072,806,282,1,18.55
1073,807,8979,1,17.79
1078,810,73,1,18.5
1080,812,5229,1,11.78
1081,812,5505,1,23.66
1083,814,5884,1,10.75
1094,822,3362,2,11.26
1095,822,2527,2,10.63
1096,822,9147,1,18.3
1097,822,3654,1,15.26
1098,822,1339,1,20.57
1099,822,798,1,15.51
1100,822,911,1,11.89
1103,824,9698,1,17.74
1106,827,188,1,23.38
1107,827,56,2,22.99
1108,827,2196,1,14.04
1109,827,6898,1,21.47
1111,829,4120,1,9.71
1112,830,3068,1,14.3
1113,830,2718,1,21.65
1114,831,7,1,11.47
1123,837,1484,1,23.12
1124,838,69,1,19.11
1125,839,1208,1,13.27
1126,840,2041,1,20.74
1128,842,9758,1,15.69
1129,842,7251,1,17.76
1130,843,6417,1,24.62
1131,843,14,1,10.15
1132,843,1105,1,22.09
1133,844,52,1,22.7
1138,847,581,1,21.7
1139,848,4728,1,14.91
1140,849,7991,3,15.4
1141,849,3754,2,16.15
1146,852,703,1,15.7
1147,853,3752,1,10.43
1150,856,5858,1,12.53
1151,856,1423,1,13.02
1153,858,7921,1,19.08
1155,860,1645,1,17.9
1156,860,6087,1,12.26
1158,862,6732,3,15.02
1159,863,1768,1,22.63
1160,863,401,1,23.08
1161,864,446,1,24.08
1164,867,2708,1,16.88
1165,868,126,1,9.15
1166,869,7635,1,22.84
1167,869,110,2,18.36
1168,869,6356,1,21.71
1171,872,3752,1,10.43
1172,873,751,1,23.59
1173,874,429,1,14.95
1174,874,4120,2,9.71
1175,875,441,1,13.14
1176,876,4120,1,9.71
1177,877,5296,1,13.83
1178,878,6087,1,12.26
1182,882,3528,1,11.48
1183,882,3138,2,15.55
1185,884,4162,1,15.85
1186,885,6505,1,9.04
1187,885,236,2,24.3
1188,886,8312,1,18.2
1190,888,2979,1,16.48
1191,888,691,1,17.82
1192,889,145,1,24.94
1193,890,282,1,18.55
1196,892,3528,1,11.48
1199,894,201,1,22.57
1200,894,8155,1,19.93
1203,897,1342,2,15.62
1204,898,688,1,24.48
1206,900,951,1,9.42
1210,903,5740,1,22.25
1211,904,2935,1,11.41
1212,904,189,1,21.47
1213,905,275,1,21.06
1215,907,729,1,15.9
1216,908,3068,1,14.3
1217,909,2491,5,17.95
1219,911,6497,1,9.43
1221,913,4641,1,18.61
1222,914,5903,1,22.85
1223,915,6754,1,16.33
1226,918,5303,1,18.99
1227,919,3529,1,13.28
1231,923,1937,1,9.93
1232,924,2095,1,17.89
1233,924,6356,1,21.71
1234,925,6727,1,14.99
1236,927,5144,1,19.42
1241,931,2979,1,16.48
1242,932,9400,1,24.77
1243,933,542,2,23.31
1244,933,3314,1,14.42
1245,934,4014,1,10.98
1246,934,953,1,15.16
1247,934,1339,5,20.57
1248,934,7611,1,17.61
1249,935,2902,1,17.15
1251,937,88,1,18.23
1252,937,556,1,20.17
1253,937,7635,1,22.84
1255,939,7611,1,17.61
1256,939,2755,1,22.8
1258,941,533,1,11.8
1261,944,854,1,23.01
1263,946,2583,1,18.3
1265,948,6141,1,19.52
1266,948,3255,1,19.63
1267,949,5306,1,20.39
1268,949,377,1,22.85
1270,951,4120,1,9.71
1271,952,612,1,12.25
1272,953,7469,2,14.8
1273,953,2781,1,20.52
1276,955,12,1,12.63
1277,956,2254,1,11.09
1278,956,1343,1,21.67
1288,963,739,1,9.83
1289,964,3401,1,17.05
1292,966,6497,3,9.43
1293,967,2708,2,16.88
1295,969,1236,1,24.03
1296,970,2489,1,15.07
1297,970,3274,1,18.34
1299,972,1360,1,24.15
1300,972,3641,2,24.5
1301,973,739,2,9.83
1302,974,1461,2,13.91
1305,977,7251,1,17.76
1306,978,395,1,23.05
1309,981,1729,1,18.67
1315,986,332,2,16.18
1317,988,2979,1,16.48
1318,988,1576,1,14.93
1319,989,958,1,12.37
1320,990,1343,1,21.67
1321,990,2357,1,10.18
1322,991,7619,1,11.24
1323,991,5265,1,10.53
1324,992,691,1,17.82
1325,992,1353,3,9.05
1328,994,4,1,13.17
1329,994,2271,2,19.58
1330,994,507,2,13
1335,998,2500,1,9.01
1336,999,2098,2,21.05
1337,999,3858,1,12.37
1338,999,17,1,18.11
1339,999,688,1,24.48
1341,1001,556,1,20.17
1344,1004,9405,1,12.82
1345,1005,295,1,13.76
1349,1009,73,4,18.5
1351,1011,4768,1,23.97
1352,1012,1519,1,14.96
1353,1013,2494,1,12.28
1358,1018,2527,1,10.63
1364,1022,9360,1,19.49
1365,1022,3229,1,21
1366,1023,1348,1,15.14
1369,1025,3754,1,16.15
1371,1027,729,1,15.9
1373,1029,2708,1,16.88
1374,1029,9642,1,10.37
1376,1031,1014,1,14.07
1377,1032,2043,2,9.17
1378,1033,1142,1,24.34
1379,1034,240,1,14.98
1381,1036,739,1,9.83
1382,1037,465,1,10.58
1383,1038,1748,1,16.91
1384,1038,5307,1,22.75
1385,1039,2339,3,15.55
1388,1041,5782,1,18.86
1390,1043,12,1,12.63
1392,1045,2469,2,22.83
1393,1046,2422,1,21.64
1394,1046,755,1,13.58
1397,1049,1937,5,9.93
1398,1050,3528,1,11.48
1399,1051,377,1,22.85
1400,1052,337,2,23.64
1402,1054,5,1,21.61
1405,1057,7991,1,15.4
1406,1057,2935,1,11.41
1411,1062,1184,1,24.19
1413,1064,1250,1,22.42
1414,1065,154,1,11.61
1415,1066,5330,1,11.74
1416,1067,3904,1,10.55
1417,1068,251,1,15.29
1418,1068,4698,2,9.53
1419,1069,5876,1,13.99
1423,1073,322,1,13.89
1424,1074,3285,1,17.3
1425,1075,4877,1,24.63
1431,1079,1184,4,24.19
1432,1079,5858,1,12.53
1433,1079,2902,1,17.15
1434,1079,429,1,14.95
1439,1083,395,1,23.05
1441,1085,3641,1,24.5
1443,1087,6512,1,9.78
1444,1087,49,2,18.12
1451,1093,4925,1,24.88
1452,1094,6323,1,24.86
1456,1098,641,1,12.13
1459,1101,6214,1,15.46
1460,1102,2149,1,13.19
1462,1104,612,1,12.25
1463,1105,834,1,12.47
1465,1107,236,1,24.3
1466,1108,1589,1,24.35
1470,1112,3,1,12.25
1471,1112,3359,1,21.78
1474,1115,2583,1,18.3
1476,1117,9523,1,21.23
1478,1119,154,1,11.61
1482,1122,2536,1,21.59
1483,1123,3133,1,18.06
1484,1123,3753,1,12.13
1487,1126,1768,1,22.63
1490,1128,2718,1,21.65
1491,1129,8156,1,15.19
1496,1133,1576,1,14.93
1499,1135,1645,1,17.9
1500,1135,2043,2,9.17
1501,1136,953,1,15.16
1502,1136,890,1,16.47
1504,1138,130,1,18.45
1505,1139,8829,1,12.01
1506,1140,483,1,18.25
1507,1140,1139,1,18.8
1508,1141,1184,1,24.19
1511,1144,1,1,23.82
1516,1147,196,1,23.3
1518,1149,9642,1,10.37
1519,1149,751,1,23.59
1520,1150,1641,1,16.47
1522,1152,581,1,21.7
1523,1152,3775,1,16.8
1528,1155,2469,1,22.83
1529,1156,9758,1,15.69
1530,1157,6334,1,21.16
1532,1159,130,1,18.45
1533,1160,337,1,23.64
1536,1163,1348,1,15.14
1539,1165,1576,1,14.93
1540,1165,2500,1,9.01
1541,1166,4,1,13.17
1550,1173,2658,1,12.02
1551,1173,9473,3,9.3
1552,1173,8156,1,15.19
1553,1174,465,2,10.58
1554,1174,7748,1,18.21
1555,1174,3126,1,16.16
1557,1176,2452,2,24.05
1558,1177,9400,1,24.77
1560,1179,4088,1,16.1
1561,1180,243,1,15.7
1566,1184,3462,1,11.72
1568,1186,413,1,9.12
1570,1188,5265,1,10.53
1571,1188,5439,1,18.58
1572,1189,951,1,9.42
1573,1189,5505,2,23.66
1574,1190,1924,1,9.52
1575,1190,3594,2,19.29
1576,1191,288,1,10.92
1577,1191,3133,1,18.06
1583,1196,9801,1,21.18
1584,1197,69,1,19.11
1585,1198,127,1,19.1
1586,1199,3754,1,16.15
1588,1201,395,1,23.05
1589,1201,794,1,15.04
1590,1202,4457,1,23.06
1592,1204,2553,1,22.33
1596,1207,897,1,18.63
1597,1208,275,1,21.06
1601,1210,9405,1,12.82
1602,1210,6212,2,22.78
1603,1211,1124,1,15.07
1604,1211,9085,1,22.11
1605,1211,5306,1,20.39
1606,1212,3858,1,12.37
1610,1216,1531,1,20.98
1611,1217,240,1,14.98
1615,1220,176,1,12.36
1616,1221,789,1,21.4
1617,1221,3731,1,16.09
1618,1222,2422,3,21.64
1620,1224,5100,2,19.06
1623,1226,288,1,10.92
1626,1229,8155,1,19.93
1627,1229,130,6,18.45
1628,1229,9085,1,22.11
1630,1231,1748,1,16.91
1631,1232,892,1,14.87
1633,1234,2860,1,17.24
1634,1234,170,1,10.22
1644,1240,7748,1,18.21
1645,1240,7469,1,14.8
1646,1240,6334,1,21.16
1647,1241,5307,2,22.75
1648,1242,1124,1,15.07
1650,1244,8591,1,16.03
1651,1245,2708,1,16.88
1652,1246,1332,1,14.68
1653,1247,1924,1,9.52
1654,1247,358,1,14.57
1655,1248,2304,2,17.56
1656,1249,2084,2,11.03
1657,1249,5861,1,9.97
1658,1249,5326,1,13.29
1660,1251,2817,1,23.93
1665,1255,395,1,23.05
1666,1256,4496,1,14.24
1671,1259,337,1,23.64
1678,1265,54,1,15.11
1680,1267,2489,1,15.07
1684,1271,967,1,24.49
1685,1272,6509,1,10.58
1686,1272,4768,1,23.97
1687,1273,2043,1,9.17
1692,1276,4162,1,15.85
1693,1277,9801,1,21.18
1694,1277,1208,2,13.27
1695,1277,1727,2,20.49
1696,1278,349,2,13.14
1701,1283,8212,1,24.12
1702,1283,1089,1,24.83
1709,1289,4240,1,15.95
1710,1289,310,1,23.64
1711,1290,4,1,13.17
1712,1291,56,1,22.99
1714,1293,5655,1,15.26
1716,1295,252,3,9.56
1721,1300,8432,1,24.03
1722,1301,2254,1,11.09
1723,1301,2902,1,17.15
1724,1302,422,1,23.59
1725,1303,130,1,18.45
1726,1304,6211,1,22.1
1727,1304,7921,1,19.08
1728,1305,200,1,19.97
1729,1306,2043,1,9.17
1734,1310,483,1,18.25
1736,1312,3409,3,22.29
1737,1313,3795,1,11.33
1738,1314,2674,1,24.59
1739,1315,2673,1,11.77
1747,1323,1,1,23.82
1748,1324,2794,2,23.49
1749,1325,2500,1,9.01
1752,1328,1210,1,9.17
1753,1329,3103,1,20.16
1755,1331,8591,1,16.03
1758,1333,243,1,15.7
1759,1334,293,1,17.24
1760,1335,4,1,13.17
1761,1336,5861,1,9.97
1762,1337,5229,1,11.78
1766,1340,1223,1,10.49
1770,1342,8848,1,15.46
1771,1343,362,1,10.18
1772,1343,4369,3,11.1
1773,1344,1045,3,18.87
1775,1346,1410,1,24.31
1776,1347,9699,1,12.07
1779,1349,6323,2,24.86
1785,1355,145,2,24.94
1793,1361,5,1,21.61
1795,1363,556,1,20.17
1796,1364,52,1,22.7
1797,1365,442,1,19.21
1798,1366,7921,1,19.08
1802,1370,2944,1,17.72
1812,1379,2957,1,23.33
1813,1379,773,5,22.24
1819,1383,5782,1,18.86
1820,1383,4517,1,22.95
1821,1383,264,1,9.31
1826,1387,5303,1,18.99
1827,1388,967,1,24.49
1829,1390,1496,1,24.06
1835,1395,1105,1,22.09
1836,1396,3179,1,10.93
1839,1399,5740,1,22.25
1840,1400,890,1,16.47
1841,1401,4160,1,11.21
1842,1401,4496,5,14.24
1843,1401,170,2,10.22
1844,1402,2170,1,10.17
1846,1404,2677,1,19.7
1847,1404,9360,1,19.49
1848,1405,2242,1,24.06
1849,1406,2470,1,22.61
1852,1409,854,1,23.01
1853,1409,3358,1,10.8
1854,1409,3072,1,23.25
1856,1411,236,2,24.3
1857,1412,8,1,9.52
1858,1413,691,1,17.82
1859,1414,1106,1,12.84
1860,1415,2357,1,10.18
1863,1418,5303,1,18.99
1864,1418,377,1,22.85
1865,1419,8859,1,19.35
1868,1421,5704,4,12.99
1869,1422,8859,1,19.35
1870,1423,349,1,13.14
1871,1424,2677,1,19.7
1874,1427,9405,1,12.82
1875,1427,54,1,15.11
1878,1429,2902,1,17.15
1879,1430,6509,1,10.58
1880,1430,5702,1,10.89
1883,1433,8359,1,9.3
1885,1435,1035,1,15.42
1886,1435,3246,1,14.66
1887,1435,1729,2,18.67
1888,1436,3358,1,10.8
1889,1437,4240,1,15.95
1893,1440,2339,1,15.55
1894,1441,4515,1,16.57
1895,1441,890,2,16.47
1897,1443,8359,1,9.3
1899,1445,7469,2,14.8
1901,1447,9117,1,17.59
1902,1447,5118,1,15.07
1909,1453,2936,1,24.1
1910,1454,5876,1,13.99
1915,1457,5393,1,18.51
1918,1460,232,1,23.41
1919,1461,2172,1,24.03
1920,1462,2881,1,11.94
1924,1465,7251,3,17.76
1926,1467,6,1,15.09
1927,1467,533,1,11.8
1928,1468,1914,1,21.99
1933,1471,6509,1,10.58
1937,1474,5783,1,14.15
1938,1474,911,1,11.89
1939,1475,401,1,23.08
1940,1475,2677,1,19.7
1943,1478,6417,2,24.62
1944,1479,277,1,24.41
1945,1480,5258,1,18.77
1947,1482,7991,1,15.4
1957,1486,2794,2,23.49
1959,1488,3858,3,12.37
